ALVEUS MIEL SCY EN BRI 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-94.29
CB EK ENGINEERING PARIS 03 16-05-2019 ,2019-16-05,-93.07
BRAS ET PIEDS APRR 16-05-2019 ,2019-16-05,-13.91
ALICE COOKIES PARIS 03 16-05-2019 ,2019-16-05,-62.12
ABONN OKAID SUSHI PARIS 16 16-05-2019 COMPTANT 32156,2019-16-05,-97.93
5 A SEC PERPI 16-05-2019 ,2019-16-05,-67.49
ACHAT SECONDES PERPI 16-05-2019 COMPTANT 32156,2019-16-05,-19.28
OXYDECOUPE COULOM 16-05-2019 COMPTANT 32156,2019-16-05,-55.99
LE GRAND BALLON SCY EN BRI 16-05-2019 ,2019-16-05,-26.01
ABONNEMENT BGL CRN PARIS 08 16-05-2019 DEBIT DIFF 32156,2019-16-05,-23.08
ALVEUS CLUB PARIS 16 16-05-2019 ,2019-16-05,-33.34
CB DADA MARKET BORDEAUX 16-05-2019 DEBIT DIFF 32156,2019-16-05,-55.63
FACT 5 A SEC PARIS 13 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-20.25
SO PRESS MARSEILLE 13 16-05-2019 ,2019-16-05,-76.85
STOCKOMANI PARIS 17 16-05-2019 ,2019-16-05,-44.99
FACT SUCYDIST BRUXEL 16-05-2019 DEBIT DIFF 32156,2019-16-05,-87.3
CB NA! LINGERIE AIX 16-05-2019 ,2019-16-05,-7.51
OXYDECOUPE PARIS 10 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-2.19
TICKET HEETCH BREST 16-05-2019 COMPTANT 32156,2019-16-05,-75.82
SO PRESS DRAGUIGN 16-05-2019 ,2019-16-05,-1.03
STOK LILLE 16-05-2019 DEBIT DIFF 32156,2019-16-05,-95.85
FACTURE DES BRAS EN PLUS PARIS 16 16-05-2019 ,2019-16-05,-50.73
CB PRESS THE BUTTON PARIS 08 16-05-2019 ,2019-16-05,-59.55
DES BRAS EN PLUS LA CHAP 16-05-2019 ,2019-16-05,-13.7
ALVEUS CLUB TOULON 16-05-2019 ,2019-16-05,-87.7
FACTURE CARTE ETCHEBEST REST LA CHAP 16-05-2019 COMPTANT 32156,2019-16-05,-21.73
MANUFRAN BRUXEL 16-05-2019 DEBIT DIFF 32156,2019-16-05,-99.13
TICKET BAGEL CORNER PARIS 06 16-05-2019 DEBIT DIFF 32156,2019-16-05,-8.7
TELEPAIEMENT PVC PLOMBERIE PARIS 05 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-59.3
TICKET SECONDES PARIS 15 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-49.07
PRELEV GYMLIB BORDEAUX 16-05-2019 ,2019-16-05,-3.6
FRANP AIX 16-05-2019 DEBIT DIFF 32156,2019-16-05,-32.86
JAC AIX 16-05-2019 COMPTANT 32156,2019-16-05,-74.36
FACTURE SO PRESSURE PARIS 10 16-05-2019 DEBIT DIFF 32156,2019-16-05,-83.02
PRELEV PETITS BRAS PARIS 17 16-05-2019 DEBIT DIFF 32156,2019-16-05,-98.42
PETITS BRAS PARIS 10 16-05-2019 DEBIT DIFF 32156,2019-16-05,-97.88
ALVEUS MIEL PARIS 10 16-05-2019 ,2019-16-05,-46.93
CARTE MIIM EDITIONS MARSEILLE 13 16-05-2019 ,2019-16-05,-79.16
FACT CRAFT SHOES PARIS 02 16-05-2019 COMPTANT 32156,2019-16-05,-30.48
FACTURE CARTE QUICK DELIVERY AIX 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-9.72
FABRIQUE PARIS 07 16-05-2019 DEBIT DIFF 32156,2019-16-05,-58.99
FACTURE CARTE HEETCH APRR 16-05-2019 DEBIT DIFF 32156,2019-16-05,-14.28
AL-CLUB PARIS 15 16-05-2019 COMPTANT 32156,2019-16-05,-79.09
ALVEUS MIEL PARIS 11 16-05-2019 ,2019-16-05,-87.14
PRELEV EK ENGINEERING PARIS 19 16-05-2019 ,2019-16-05,-53.45
FACTURE CARTE PRESS THE BUTTON LYON 16-05-2019 ,2019-16-05,-89.46
ABONNEMENT LIVE R DRAGUIGN 16-05-2019 ,2019-16-05,-65.92
LA FAB TOULON 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-99.94
PVC DISTRIB LYO 16-05-2019 COMPTANT 32156,2019-16-05,-87.04
EK ENGINEERING PARIS 01 16-05-2019 ,2019-16-05,-52.77
EKWATEUR PARIS 01 16-05-2019 COMPTANT 32156,2019-16-05,-12.81
BAGEL CORNER DRAGUIGN 16-05-2019 ,2019-16-05,-98.25
JACAD LYON 16-05-2019 COMPTANT 32156,2019-16-05,-1.74
DELIVEROO BREST 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-6.0
ACHAT CRAFT MAN MARS 16-05-2019 ,2019-16-05,-91.22
FACTURE JACAD MARS 16-05-2019 ,2019-16-05,-39.29
ALICE COOKIES NANTE 16-05-2019 COMPTANT 32156,2019-16-05,-54.24
FRAN PARIS 03 16-05-2019 ,2019-16-05,-69.48
ABONNEMENT JACAD MONACO 16-05-2019 ,2019-16-05,-48.29
BAGEL CORNER AIX 16-05-2019 DEBIT DIFF 32156,2019-16-05,-57.02
TICKET CORNER APPLE PARIS 20 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-83.98
JACQUE A DIT PARIS 03 16-05-2019 ,2019-16-05,-75.58
PRELEV OXYBUL- EVEIL ET JEUX PARIS 15 16-05-2019 DEBIT DIFF 32156,2019-16-05,-84.27
DADA MARKET PARIS 19 16-05-2019 DEBIT DIFF 32156,2019-16-05,-95.62
TELEPAIEMENT FRANP BRUXEL 16-05-2019 DEBIT DIFF 32156,2019-16-05,-43.76
PRELEV GYM PARIS 01 16-05-2019 ,2019-16-05,-88.65
COOK FABRIQUE MARSEILLE 13 16-05-2019 ,2019-16-05,-2.02
DADA MARKET AIX 16-05-2019 COMPTANT 32156,2019-16-05,-44.81
WATER PURPOSE NANTE 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-36.03
PLUS OU MOINS PARIS 14 16-05-2019 ,2019-16-05,-62.59
TELEPAIEMENT PANDA CHEESE PARIS 19 16-05-2019 DEBIT DIFF 32156,2019-16-05,-12.1
FACT DADA MARKET PARIS 03 16-05-2019 ,2019-16-05,-56.45
SO SO SO LYON 16-05-2019 ,2019-16-05,-17.54
CB ATELIER THRUXT PARIS 08 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-41.58
MOTORCYCLE CLUB MARS 16-05-2019 DEBIT DIFF 32156,2019-16-05,-91.51
CB FABRI TOILE BORDEAUX 16-05-2019 ,2019-16-05,-92.83
L'ATELIER LYO 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-10.87
GYMLIB LYO 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-19.68
TELEPAIEMENT ESSENCE GYM PARIS 19 16-05-2019 ,2019-16-05,-54.88
HELL'S ANGEL CLUB LA CHAP 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-43.8
CERDAN LA CHAP 16-05-2019 DEBIT DIFF 32156,2019-16-05,-15.93
YUMYUM CHINESE REST MARS 16-05-2019 ,2019-16-05,-58.05
PLUS OU MOINS PARIS 07 16-05-2019 ,2019-16-05,-10.09
VET OKAIDI PARIS 14 16-05-2019 ,2019-16-05,-49.68
TICKET MIIMOSA PARIS 03 16-05-2019 ,2019-16-05,-36.79
ESSENCE GYM PARIS 10 16-05-2019 ,2019-16-05,-98.38
JACQUE A DIT NANTE 16-05-2019 ,2019-16-05,-81.4
FACTURE MANIX FR PARIS 06 16-05-2019 ,2019-16-05,-47.92
PRELEV GYMLIB NANTE 16-05-2019 COMPTANT 32156,2019-16-05,-34.98
ALVEUS CLUB PARIS 10 16-05-2019 COMPTANT 32156,2019-16-05,-67.15
ABONN PANPAN MARSEILLE 13 16-05-2019 ,2019-16-05,-3.71
PANPAN PARIS 06 16-05-2019 ,2019-16-05,-85.49
CARTE CRAFT MAN PARIS 15 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-21.89
TICKET GYM CENTER LILLE 16-05-2019 ,2019-16-05,-58.24
5 A SEC BRUXEL 16-05-2019 COMPTANT 32156,2019-16-05,-29.43
CB CRAFT SHOES LYON 16-05-2019 ,2019-16-05,-5.63
LIVE R PARIS 03 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-39.56
BGL CRN PARIS 01 16-05-2019 ,2019-16-05,-26.86
SCHWARTZ DELI PARIS 14 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-17.28
TELEPAIEMENT PANDA CRAFT LA CHAP 16-05-2019 ,2019-16-05,-8.48
EVEIL DOUCEUR DRAGUIGN 16-05-2019 ,2019-16-05,-99.86
FACTURE YUMYUM CHINESE REST SCY EN BRI 16-05-2019 DEBIT DIFF 32156,2019-16-05,-2.35
ABONNEMENT FABRIQUECOOKIE PARIS 14 16-05-2019 ,2019-16-05,-52.26
FACTURE PANDA CHEESE PARIS 20 16-05-2019 DEBIT DIFF 32156,2019-16-05,-64.74
HELL'S ANGEL CLUB PARIS 15 16-05-2019 ,2019-16-05,-51.82
ACHAT MOTORCYCLE CLUB NICE 16-05-2019 ,2019-16-05,-69.11
FLEX DISTRIB PARIS 07 16-05-2019 DEBIT DIFF 32156,2019-16-05,-26.17
5 SEC AIX 16-05-2019 ,2019-16-05,-46.65
FACTURE CARTE OKAID SUSHI LA CHAP 16-05-2019 ,2019-16-05,-91.29
FRANP PARIS 15 16-05-2019 COMPTANT 32156,2019-16-05,-31.55
FRANPRIX PARIS 06 16-05-2019 DEBIT DIFF 32156,2019-16-05,-12.27
LE BALLON PARIS 07 16-05-2019 ,2019-16-05,-48.31
TICKET FRANCE BOISSON LA CHAP 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-24.74
CB FABRIQUECOOKIE BRUXEL 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-76.09
WATER PURPOSE PARIS 09 16-05-2019 ,2019-16-05,-37.12
5 A SEC PARIS 09 16-05-2019 ,2019-16-05,-81.16
SO SO SO MARS 16-05-2019 ,2019-16-05,-32.33
PRELEV ETCHEBEST REST NICE 16-05-2019 COMPTANT 32156,2019-16-05,-59.87
GYM LIBERATION PARIS 11 16-05-2019 ,2019-16-05,-23.23
QUICK DELIVERY PARIS 19 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-2.23
ETCHEBEST REST PARIS 04 16-05-2019 ,2019-16-05,-51.54
FACTURE CARTE PRESS THE BUTTON BREST 16-05-2019 ,2019-16-05,-96.03
TELEPAIEMENT HEETCH PARIS 12 16-05-2019 ,2019-16-05,-21.27
EKWATEUR CANNE 16-05-2019 DEBIT DIFF 32156,2019-16-05,-94.36
COOK FABRIQUE COULOM 16-05-2019 ,2019-16-05,-42.05
PANDA CRAFT LILLE 16-05-2019 COMPTANT 32156,2019-16-05,-35.52
ABONNEMENT AL-CLUB PARIS 13 16-05-2019 DEBIT DIFF 32156,2019-16-05,-60.82
ABONN FABCOOKIE PARIS 05 16-05-2019 ,2019-16-05,-89.97
PRELEV YUMI APRR 16-05-2019 ,2019-16-05,-83.95
FACTURE CERDAN PARIS 08 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-75.53
FACTURE PVC PLOMBERIE BORDEAUX 16-05-2019 COMPTANT 32156,2019-16-05,-78.07
CB JACAD MARSEILLE 13 16-05-2019 ,2019-16-05,-26.13
DES BRAS EN PLUS PARIS 01 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-77.92
EK ENGINEERING PARIS 12 16-05-2019 COMPTANT 32156,2019-16-05,-3.85
FACT JACQUE A DIT PARIS 08 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-66.43
CB FABCOOKIE BRUXEL 16-05-2019 DEBIT DIFF 32156,2019-16-05,-45.13
PETITS BRAS LYO 16-05-2019 ,2019-16-05,-55.42
CB LA FABRIQUE - COOKIES PARIS 12 16-05-2019 ,2019-16-05,-61.64
PRELEV STOCKOMANIA PARIS 14 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-59.64
HELL'S ANGEL CLUB PERPI 16-05-2019 ,2019-16-05,-11.75
AL-CLUB BREST 16-05-2019 DEBIT DIFF 32156,2019-16-05,-17.98
FACTURE CARTE L'ATELIER COULOM 16-05-2019 ,2019-16-05,-68.38
JAC PARIS 15 16-05-2019 ,2019-16-05,-16.05
STOK NICE 16-05-2019 ,2019-16-05,-29.33
CADDIE PLUS PARIS 01 16-05-2019 ,2019-16-05,-73.78
HEE COULOM 16-05-2019 ,2019-16-05,-13.75
FACTURE EVEIL DOUCEUR PARIS 08 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-91.85
PRELEV GYM CENTER NICE 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-51.33
FRANCE BOISSON PARIS 14 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-86.04
VET OKAIDI PARIS 12 16-05-2019 DEBIT DIFF 32156,2019-16-05,-82.72
VET OKAIDI PARIS 01 16-05-2019 ,2019-16-05,-42.84
SUCYDIST PARIS 20 16-05-2019 ,2019-16-05,-80.96
FRANPRIX COULOM 16-05-2019 ,2019-16-05,-2.8
SO SO SO PARIS 02 16-05-2019 DEBIT DIFF 32156,2019-16-05,-42.74
ACHAT L'ATELIER PARIS 16 16-05-2019 ,2019-16-05,-18.26
BAGEL CORNER TOULON 16-05-2019 ,2019-16-05,-16.6
PRELEV PETITS BRAS PARIS 18 16-05-2019 ,2019-16-05,-37.97
FACTURE OKAIDI AIX 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-91.32
CB LE PETIT BALLON PARIS 12 16-05-2019 ,2019-16-05,-86.97
MOSAIC PARIS 19 16-05-2019 ,2019-16-05,-95.83
L'ATELIER PARIS 19 16-05-2019 ,2019-16-05,-42.43
CARTE JEUX D'ADULTES MARS 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-78.2
CB COOK FABRIQUE PARIS 05 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-3.1
CARTE QUICK DELIVERY CANNE 16-05-2019 COMPTANT 32156,2019-16-05,-79.85
TICKET MIIM EDITIONS CANNE 16-05-2019 ,2019-16-05,-13.38
FACT CRAFT SHOES LYO 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-61.32
FRANP PARIS 02 16-05-2019 ,2019-16-05,-33.02
BRAS ET PIEDS MARS 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-98.91
ABONN SO PRESS MARS 16-05-2019 ,2019-16-05,-54.22
FACTURE CARTE EKWATEUR LILLE 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-80.82
ABONN ALICE COOKIES CANNE 16-05-2019 ,2019-16-05,-5.87
MANIX FR NICE 16-05-2019 ,2019-16-05,-74.16
5ASEC PARIS 17 16-05-2019 ,2019-16-05,-75.52
CARTE CERDAN PARIS 09 16-05-2019 ,2019-16-05,-5.45
LE GRAND BALLON BORDEAUX 16-05-2019 COMPTANT 32156,2019-16-05,-62.67
FACTURE CORNER BOULANGERIE BORDEAUX 16-05-2019 DEBIT DIFF 32156,2019-16-05,-88.82
ATELIER THRUXT PARIS 08 16-05-2019 ,2019-16-05,-97.13
PRELEV SO PRESSURE PARIS 16 16-05-2019 DEBIT DIFF 32156,2019-16-05,-54.53
TICKET GYM CENTER BRUXEL 16-05-2019 COMPTANT 32156,2019-16-05,-79.29
ABONN LA FAB PARIS 07 16-05-2019 ,2019-16-05,-84.52
PANDA CRAFT PARIS 04 16-05-2019 DEBIT DIFF 32156,2019-16-05,-5.01
ATELIER NA PARIS 05 16-05-2019 DEBIT DIFF 32156,2019-16-05,-32.4
VET OKAIDI APRR 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-69.92
TICKET LA FAB TOULON 16-05-2019 ,2019-16-05,-26.25
SCHWARTZ DELI PARIS 07 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-37.68
FACTURE MOTORCYCLE CLUB PARIS 07 16-05-2019 ,2019-16-05,-63.7
MIIMOSA NANTE 16-05-2019 DEBIT DIFF 32156,2019-16-05,-16.25
CARTE PVC DISTRIB APRR 16-05-2019 COMPTANT 32156,2019-16-05,-59.35
ACHAT LE PETIT BALLON AIX 16-05-2019 ,2019-16-05,-55.33
JACADI PARIS 04 16-05-2019 ,2019-16-05,-58.8
SCHWARTZ DELI PARIS 12 16-05-2019 DEBIT DIFF 32156,2019-16-05,-98.74
TICKET JAC PARIS 01 16-05-2019 ,2019-16-05,-7.5
ABONN LA FAB BREST 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-58.86
FACTURE FLEX DISTRIB LILLE 16-05-2019 COMPTANT 32156,2019-16-05,-31.66
ABONN LA FABRIQUE - COOKIES TOULON 16-05-2019 ,2019-16-05,-38.39
TELEPAIEMENT YUMYUM CHINESE REST PARIS 12 16-05-2019 ,2019-16-05,-14.76
GROS BRAS BORDEAUX 16-05-2019 COMPTANT 32156,2019-16-05,-73.25
FACTURE WWF PANDA SCY EN BRI 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-43.49
EKWATORIAL DRAGUIGN 16-05-2019 ,2019-16-05,-56.8
EKWATEUR PARIS 06 16-05-2019 COMPTANT 32156,2019-16-05,-46.7
CARTE BGL CRN PARIS 10 16-05-2019 ,2019-16-05,-94.47
CARTE BAGELSTEIN PARIS 14 16-05-2019 ,2019-16-05,-95.27
PLUS OU MOINS MONACO 16-05-2019 ,2019-16-05,-23.83
HEE LYON 16-05-2019 ,2019-16-05,-96.26
CB ETCHEBEST REST PARIS 17 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-32.19
FACTURE GYMLIB PARIS 12 16-05-2019 DEBIT DIFF 32156,2019-16-05,-70.76
CB DES BRAS EN PLUS PARIS 14 16-05-2019 COMPTANT 32156,2019-16-05,-7.15
PETITS BRAS PARIS 01 16-05-2019 DEBIT DIFF 32156,2019-16-05,-55.24
FACTURE CARTE PETITS BRAS PARIS 10 16-05-2019 COMPTANT 32156,2019-16-05,-94.89
PRELEV LYUM PERPI 16-05-2019 ,2019-16-05,-4.49
MANIX FR LYO 16-05-2019 ,2019-16-05,-13.31
PVC DISTRIB BREST 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-97.32
PRELEV SO SO SO PARIS 01 16-05-2019 ,2019-16-05,-93.01
FABRIQUE COOKIES PARIS 01 16-05-2019 ,2019-16-05,-33.52
FRANP PARIS 13 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-79.64
CERDAN BREST 16-05-2019 ,2019-16-05,-81.44
ACHAT CADDIE PLUS MARSEILLE 13 16-05-2019 DEBIT DIFFEREE 32156,2019-16-05,-55.69
LA FAB LILLE 16-05-2019 DEBIT DIFF 32156,2019-16-05,-16.31
